--------------------
BDMEP - INMET
--------------------
Estação           : VITORIA DA CONQUISTA - BA (OMM: 83344)
Latitude  (graus) : -14.88
Longitude (graus) : -40.79
Altitude  (metros): 874.81
Estação Operante
Inicio de operação: 01/01/1936
Periodo solicitado dos dados: 01/01/1970 a 01/01/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;PrecipitacaoTotal;TempMaximaMedia;TempMinimaMedia;
83344;31/07/2016;0000;30.8;24.264516;14.087097;
83344;31/08/2016;0000;28.7;25.403226;14.196774;
83344;30/09/2016;0000;58.3;26.806667;14.606667;
83344;31/10/2016;0000;22.1;27.267742;16.464516;
83344;30/11/2016;0000;114.8;27.107143;16.793333;
83344;31/12/2016;0000;112.5;27.652;17.064516;
83344;31/01/2017;0000;3.3;29.954839;15.846667;
83344;28/02/2017;0000;75.8;28.107143;16.957143;
83344;31/03/2017;0000;116.9;28.690323;16.490323;
83344;30/04/2017;0000;83.1;25.934483;16.476667;
83344;31/05/2017;0000;27.2;24.664516;15.277419;
83344;30/06/2017;0000;39.5;23.993103;13.833333;
83344;31/07/2017;0000;86.8;20.312903;12.251613;
83344;31/08/2017;0000;15;23.158065;11.933333;
83344;30/09/2017;0000;36.3;23.14;;
83344;31/10/2017;0000;2.1;28.296774;;
83344;30/11/2017;0000;113.8;26.936667;;
83344;31/12/2017;0000;112.9;27.832258;;
83344;31/01/2018;0000;119.9;28.493548;;
83344;28/02/2018;0000;79.2;27.553571;;
83344;31/03/2018;0000;57.7;28.26129;;
83344;30/04/2018;0000;52.1;25.53;;
83344;31/05/2018;0000;40.7;24.416129;;
83344;30/06/2018;0000;31.1;23.35;;
83344;31/07/2018;0000;19.1;23.783871;;
83344;31/08/2018;0000;8.4;26.035484;;
83344;30/09/2018;0000;3.1;28.07;;
83344;31/10/2018;0000;43.4;28.396774;;
83344;30/11/2018;0000;158.3;26.423333;;
83344;31/12/2018;0000;140.7;27.329032;;
