--------------------
BDMEP - INMET
--------------------
Estação           : CAETITE - BA (OMM: 83339)
Latitude  (graus) : -14.06
Longitude (graus) : -42.48
Altitude  (metros): 882.47
Estação Operante
Inicio de operação: 01/01/1907
Periodo solicitado dos dados: 01/01/1970 a 01/01/2019
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;PrecipitacaoTotal;TempMaximaMedia;TempMinimaMedia;
83339;30/04/2013;0000;7.2;;19.13;
83339;31/05/2013;0000;7.4;28.557895;18.006452;
83339;30/06/2013;0000;8;26.866667;17.276667;
83339;31/07/2013;0000;11.8;26.548387;16.170968;
83339;31/08/2013;0000;5.4;26.787097;15.767742;
83339;30/09/2013;0000;9.1;28.52069;17.423333;
83339;31/10/2013;0000;30.1;29.525806;18.174194;
83339;30/11/2013;0000;73.3;30.173333;18.963333;
83339;31/12/2013;0000;292.5;27.432258;19.11;
83339;31/01/2014;0000;10.2;28.396774;18.609677;
83339;28/02/2014;0000;32.6;29.060714;18.753571;
83339;31/03/2014;0000;39.6;29.948387;19.364516;
83339;30/04/2014;0000;29.4;29.456667;19.223333;
83339;31/05/2014;0000;14.2;28.116129;17.748387;
83339;30/06/2014;0000;18.6;26.216667;16.73;
83339;31/07/2014;0000;5;25.7;15.983871;
83339;31/08/2014;0000;1;27.135484;15.470968;
83339;30/09/2014;0000;1;29.493103;17.006667;
83339;31/10/2014;0000;63.6;29.66129;17.829032;
83339;30/11/2014;0000;158.7;28.413333;18.75;
83339;31/12/2014;0000;182.4;27.616129;18.612903;
83339;31/01/2015;0000;1.6;30.035484;18.619355;
83339;28/02/2015;0000;107;;18.928571;
83339;31/03/2015;0000;42.6;;19.73871;
83339;30/04/2015;0000;97.6;;19.91;
83339;31/05/2015;0000;34.3;;17.622581;
83339;30/06/2015;0000;3.6;;16.506667;
83339;31/07/2015;0000;13.3;;16.177419;
83339;31/08/2015;0000;9.2;;15.609677;
83339;30/09/2015;0000;0;;17.373333;
83339;31/10/2015;0000;15.2;;19.1;
83339;30/11/2015;0000;72.6;;20.626667;
83339;31/12/2015;0000;26.2;;20.609677;
83339;31/01/2016;0000;401;;20.63871;
83339;29/02/2016;0000;14;;19.668966;
83339;31/03/2016;0000;0;;20.074194;
83339;30/04/2016;0000;0.6;;19.22;
83339;31/05/2016;0000;0.2;;18.125806;
83339;30/06/2016;0000;10.9;;17.136667;
83339;31/07/2016;0000;5.3;;15.880645;
83339;31/08/2016;0000;5.3;;16.648387;
83339;30/09/2016;0000;3.6;;17.196667;
83339;31/10/2016;0000;7.7;;19.180645;
83339;30/11/2016;0000;209.4;;19.133333;
83339;31/12/2016;0000;63.4;;19.577419;
83339;31/01/2017;0000;5.4;;19.493548;
83339;28/02/2017;0000;84.5;;19.492857;
83339;31/03/2017;0000;121.1;;19.736667;
83339;30/04/2017;0000;55;;18.846667;
83339;31/05/2017;0000;26.5;;17.777419;
83339;30/06/2017;0000;10.2;;16.416667;
83339;31/07/2017;0000;38;;14.232258;
83339;31/08/2017;0000;7.8;;15.154839;
83339;30/09/2017;0000;9;;15.906667;
83339;31/10/2017;0000;0.6;;18.035484;
83339;30/11/2017;0000;122;;18.906667;
83339;31/12/2017;0000;140.5;;19.413333;
83339;31/01/2018;0000;77;;19.306452;
83339;28/02/2018;0000;102.4;;19.510714;
83339;31/03/2018;0000;78.7;;19.741935;
83339;30/04/2018;0000;15.8;;18.55;
83339;31/05/2018;0000;18;;17.777419;
83339;30/06/2018;0000;21.8;;16.77;
83339;31/07/2018;0000;10.2;;15.483871;
83339;31/08/2018;0000;10.2;;16.916129;
83339;30/09/2018;0000;1;;17.65;
83339;31/10/2018;0000;34.5;;19.351613;
83339;30/11/2018;0000;126.9;;19.026667;
83339;31/12/2018;0000;121.2;;19.163333;
